ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4800,35,services,married,secondary,no,52,yes,no,cellular,2,mar,378,4,-1,0,unknown,yes
4801,60,retired,divorced,tertiary,no,-134,no,no,cellular,12,may,243,1,271,4,failure,no
4802,25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,1,86,1,success,no
4803,38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,547,2,-1,0,unknown,yes
4804,32,admin.,married,secondary,no,684,yes,no,cellular,14,may,607,3,-1,0,unknown,yes
4805,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown,no
4806,31,services,married,secondary,no,418,yes,yes,cellular,9,jul,219,1,-1,0,unknown,no
4807,26,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,1,-1,0,unknown,yes
4808,56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,791,2,-1,0,unknown,yes
4809,55,technician,married,secondary,no,6958,yes,yes,unknown,13,may,178,2,-1,0,unknown,no
4810,57,blue-collar,single,primary,no,3495,no,yes,cellular,19,nov,362,3,-1,0,unknown,no
4811,46,services,married,secondary,no,0,no,no,cellular,18,aug,74,4,-1,0,unknown,no
4812,31,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no
4813,48,blue-collar,married,primary,no,430,no,no,cellular,14,may,340,3,371,8,failure,no
4814,35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,yes
4815,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,yes
4816,28,student,single,secondary,no,196,no,no,cellular,2,jul,423,3,-1,0,unknown,yes
4817,37,admin.,divorced,secondary,no,1533,yes,no,cellular,21,nov,555,4,-1,0,unknown,yes
4818,32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure,yes
4819,48,admin.,married,secondary,no,368,no,no,cellular,8,oct,363,2,140,7,success,yes
4820,53,admin.,married,secondary,no,578,no,no,cellular,29,aug,59,2,-1,0,unknown,no
4821,36,technician,married,secondary,no,-179,yes,no,cellular,17,jul,144,1,-1,0,unknown,no
4822,37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no
4823,66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
4824,39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown,no
4825,39,services,single,secondary,no,322,yes,no,cellular,11,may,35,1,350,1,failure,no
4826,38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,-1,0,unknown,yes
4827,44,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,342,1,252,1,other,no
4828,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
4829,55,entrepreneur,married,secondary,no,113,yes,no,unknown,12,jun,186,1,-1,0,unknown,no
4830,33,management,married,tertiary,no,22867,yes,no,cellular,10,aug,73,1,440,2,failure,no
4831,44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,no
4832,48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,yes
4833,33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,yes
4834,37,management,married,tertiary,no,89,yes,no,unknown,19,may,162,10,-1,0,unknown,no
4835,29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260,2,139,1,other,yes
4836,29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,yes
4837,62,retired,married,secondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,yes
4838,27,technician,married,secondary,no,58,yes,no,unknown,28,may,82,1,-1,0,unknown,no
4839,39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown,no
4840,47,technician,single,secondary,no,736,no,no,cellular,29,jul,212,2,-1,0,unknown,no
4841,40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,yes
4842,41,entrepreneur,married,tertiary,no,306,yes,no,unknown,20,jun,102,3,-1,0,unknown,no
4843,45,technician,divorced,secondary,no,146,no,no,cellular,8,jul,216,1,-1,0,unknown,no
4844,33,technician,married,secondary,no,-616,yes,yes,unknown,27,may,320,1,-1,0,unknown,no
4845,30,management,single,tertiary,no,552,yes,no,cellular,5,aug,648,2,-1,0,unknown,no
4846,46,self-employed,single,primary,no,2032,no,no,cellular,30,jul,424,2,-1,0,unknown,no
4847,41,services,divorced,secondary,no,727,yes,no,cellular,11,may,246,1,-1,0,unknown,no
4848,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,yes
4849,53,technician,divorced,unknown,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no
4850,48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,unknown,yes
4851,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,yes
4852,25,services,single,secondary,no,162,yes,no,cellular,1,sep,531,2,-1,0,unknown,yes
4853,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,yes
4854,30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
4855,69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,unknown,yes
4856,61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,1,-1,0,unknown,yes
4857,35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,yes
4858,32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,yes
4859,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,yes
4860,52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown,yes
4861,37,blue-collar,single,secondary,no,197,yes,no,unknown,16,may,251,3,-1,0,unknown,no
4862,55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,-1,0,unknown,yes
4863,32,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,3,-1,0,unknown,yes
4864,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no
4865,31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,-1,0,unknown,yes
4866,49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown,yes
4867,20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,yes
4868,78,retired,divorced,secondary,no,631,no,no,telephone,11,aug,95,1,-1,0,unknown,no
4869,57,retired,married,tertiary,no,34,no,yes,cellular,28,jan,139,1,-1,0,unknown,no
4870,63,retired,divorced,tertiary,no,0,no,no,cellular,13,may,263,1,181,2,success,yes
4871,43,blue-collar,married,primary,no,8,no,no,telephone,7,jul,245,5,-1,0,unknown,no
4872,30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
4873,49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no
4874,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes
4875,73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,yes
4876,54,management,married,tertiary,no,8295,no,no,cellular,2,oct,849,2,119,1,success,yes
4877,32,management,married,secondary,no,1477,yes,no,cellular,18,nov,111,1,-1,0,unknown,no
4878,72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,yes
4879,40,technician,married,secondary,no,40,yes,no,cellular,21,nov,73,1,-1,0,unknown,no
4880,47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,no
4881,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes
4882,35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
4883,52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,no
4884,31,technician,married,secondary,no,522,yes,yes,cellular,27,aug,308,4,-1,0,unknown,no
4885,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
4886,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown,yes
4887,66,management,married,unknown,no,2149,yes,no,cellular,26,may,135,2,90,11,success,yes
4888,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,yes
4889,40,management,divorced,tertiary,no,290,yes,no,unknown,27,may,184,1,-1,0,unknown,no
4890,45,unemployed,married,secondary,no,2040,no,no,telephone,2,feb,803,1,-1,0,unknown,yes
4891,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
4892,27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,yes
4893,30,technician,single,secondary,no,120,yes,no,cellular,18,may,74,1,-1,0,unknown,no
4894,32,admin.,married,secondary,no,0,no,no,cellular,25,jul,209,1,-1,0,unknown,no
4895,37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,-1,0,unknown,yes
4896,38,management,single,tertiary,no,633,no,no,cellular,9,jul,171,3,-1,0,unknown,no
4897,42,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,691,10,-1,0,unknown,yes
4898,43,management,married,tertiary,no,46,no,no,cellular,27,aug,63,8,-1,0,unknown,no
4899,32,technician,married,secondary,no,255,no,yes,cellular,25,aug,63,5,-1,0,unknown,no
4900,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes
4901,56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no
4902,72,retired,married,primary,no,0,no,no,cellular,29,dec,215,2,-1,0,unknown,no
4903,29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown,yes
4904,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
4905,29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
4906,44,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,681,3,-1,0,unknown,no
4907,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95,7,success,yes
4908,60,technician,divorced,secondary,no,-50,no,no,cellular,28,aug,433,12,-1,0,unknown,no
4909,32,technician,single,secondary,no,3297,no,no,cellular,11,aug,99,2,-1,0,unknown,no
4910,31,management,married,tertiary,no,166,no,no,cellular,25,aug,392,6,-1,0,unknown,no
4911,51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,61,2,131,1,failure,no
4912,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
4913,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown,no
4914,42,blue-collar,married,primary,no,480,yes,no,unknown,6,jun,288,12,-1,0,unknown,no
4915,28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown,yes
4916,43,admin.,married,secondary,no,0,no,no,unknown,20,jun,804,12,-1,0,unknown,no
4917,53,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102,3,-1,0,unknown,yes
4918,38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,-1,0,unknown,no
4919,59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,373,3,-1,0,unknown,yes
4920,32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,95,1,-1,0,unknown,no
4921,38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,unknown,no
4922,41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,-1,0,unknown,no
4923,45,blue-collar,married,primary,no,2433,no,no,cellular,6,aug,133,2,-1,0,unknown,no
4924,38,blue-collar,married,primary,no,714,yes,no,unknown,29,may,225,3,-1,0,unknown,no
4925,31,self-employed,single,tertiary,no,84,no,no,cellular,6,aug,157,4,-1,0,unknown,no
4926,45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown,yes
4927,51,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,1,-1,0,unknown,no
4928,47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,yes
4929,38,services,married,tertiary,no,1018,no,no,unknown,16,jun,325,3,-1,0,unknown,no
4930,34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no
4931,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown,yes
4932,35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,no
4933,34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,169,2,-1,0,unknown,no
4934,30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,1,98,1,success,yes
4935,32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,may,427,1,-1,0,unknown,no
4936,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
4937,30,management,single,tertiary,no,2,no,no,cellular,23,mar,269,1,-1,0,unknown,no
4938,25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes
4939,33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
4940,27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
4941,26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure,yes
4942,64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,2,294,2,failure,yes
4943,35,technician,married,tertiary,no,703,no,no,cellular,20,apr,169,1,-1,0,unknown,no
4944,71,retired,married,secondary,no,2064,no,no,cellular,9,nov,379,2,92,3,failure,no
4945,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
4946,33,services,married,secondary,no,255,yes,yes,cellular,21,nov,588,2,184,2,failure,no
4947,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes
4948,30,management,single,tertiary,no,1191,no,no,cellular,11,aug,381,4,-1,0,unknown,no
4949,30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,-1,0,unknown,no
4950,35,management,single,tertiary,no,592,no,yes,unknown,14,may,192,1,-1,0,unknown,no
4951,52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,124,1,-1,0,unknown,no
4952,30,management,single,tertiary,no,2,no,no,cellular,27,aug,19,21,-1,0,unknown,no
4953,35,admin.,single,tertiary,no,777,no,yes,cellular,28,may,85,1,-1,0,unknown,no
4954,38,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323,4,-1,0,unknown,no
4955,35,blue-collar,married,secondary,no,975,yes,no,cellular,16,jul,102,1,-1,0,unknown,no
4956,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
4957,51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,yes
4958,41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
4959,31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,1,-1,0,unknown,yes
4960,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes
4961,34,management,single,tertiary,no,9,no,no,cellular,11,jul,439,2,-1,0,unknown,no
4962,29,management,married,tertiary,no,941,yes,no,unknown,4,jun,570,11,-1,0,unknown,no
4963,33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown,yes
4964,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,yes
4965,36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,unknown,yes
4966,46,entrepreneur,married,secondary,no,0,no,yes,cellular,18,jul,115,1,-1,0,unknown,no
4967,58,management,married,secondary,no,407,yes,no,cellular,29,jul,145,2,-1,0,unknown,no
4968,54,admin.,married,secondary,no,602,no,no,cellular,3,mar,143,2,-1,0,unknown,yes
4969,32,services,divorced,secondary,no,4612,yes,no,cellular,24,jul,937,4,-1,0,unknown,no
4970,37,blue-collar,married,secondary,no,-97,yes,no,unknown,5,jun,135,2,-1,0,unknown,no
4971,52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,yes
4972,20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,-1,0,unknown,yes
4973,33,technician,married,secondary,no,0,no,no,cellular,25,aug,296,8,-1,0,unknown,no
4974,49,technician,married,primary,no,486,no,no,telephone,7,jul,229,5,-1,0,unknown,no
4975,38,technician,married,secondary,no,20,no,no,cellular,2,feb,147,1,-1,0,unknown,no
4976,41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no
4977,32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no
4978,26,technician,single,secondary,no,430,no,no,cellular,5,feb,450,2,-1,0,unknown,no
4979,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
4980,26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,unknown,yes
4981,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350,2,success,yes
4982,38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,yes
4983,34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown,no
4984,40,technician,married,secondary,no,0,yes,yes,cellular,26,jul,105,2,172,1,failure,no
4985,57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure,yes
4986,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,yes
4987,28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
4988,55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,-1,0,unknown,no
4989,34,services,single,tertiary,no,371,no,no,unknown,20,may,77,1,-1,0,unknown,no
4990,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
4991,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,yes
4992,49,blue-collar,married,primary,no,-167,no,no,cellular,7,jul,51,1,-1,0,unknown,no
4993,38,services,married,secondary,no,2669,yes,no,cellular,20,apr,208,2,-1,0,unknown,no
4994,74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,yes
4995,58,management,married,tertiary,no,2183,yes,no,cellular,22,jul,209,1,-1,0,unknown,no
4996,41,technician,married,secondary,no,2123,no,no,cellular,8,aug,130,2,-1,0,unknown,no
4997,54,blue-collar,married,primary,no,316,yes,no,cellular,14,may,240,1,-1,0,unknown,no
4998,51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,21,nov,41,1,-1,0,unknown,no
4999,53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure,no
5000,55,management,married,tertiary,no,154,no,no,telephone,11,may,70,2,367,3,failure,no
5001,31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown,no
5002,59,management,married,tertiary,no,7049,no,no,cellular,21,nov,530,1,163,2,failure,yes
5003,42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,may,829,7,-1,0,unknown,yes
5004,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,171,2,-1,0,unknown,no
5005,60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
5006,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
5007,29,unemployed,single,unknown,no,1584,no,no,cellular,6,sep,245,1,-1,0,unknown,yes
5008,37,management,divorced,secondary,no,16,yes,no,unknown,30,may,638,1,-1,0,unknown,yes
5009,25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown,yes
5010,41,management,married,tertiary,no,4063,yes,no,cellular,12,may,14,5,172,2,failure,no
5011,27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,yes
5012,52,technician,married,secondary,no,-38,no,no,unknown,6,jun,613,1,-1,0,unknown,no
5013,64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201,1,-1,0,unknown,yes
5014,61,retired,married,primary,no,3738,no,no,telephone,6,feb,188,1,-1,0,unknown,no
5015,24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
5016,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,yes
5017,62,retired,married,primary,no,1515,yes,no,cellular,19,oct,131,1,187,2,failure,no
5018,40,technician,single,unknown,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown,yes
5019,46,blue-collar,married,secondary,no,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
5020,32,technician,single,unknown,no,491,no,no,cellular,9,jul,474,7,-1,0,unknown,yes
5021,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
5022,32,services,single,secondary,no,6983,no,no,cellular,7,aug,255,1,-1,0,unknown,yes
5023,36,blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
5024,27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure,no
5025,44,technician,married,secondary,no,1901,no,no,cellular,6,aug,165,2,-1,0,unknown,no
5026,22,student,single,unknown,no,1,no,no,telephone,15,jun,263,4,-1,0,unknown,no
5027,55,management,married,unknown,no,1504,yes,no,cellular,22,may,338,2,-1,0,unknown,yes
5028,35,blue-collar,married,secondary,no,911,yes,no,cellular,20,nov,434,2,181,5,other,no
5029,50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown,yes
5030,32,management,single,tertiary,no,728,yes,no,unknown,21,may,125,1,-1,0,unknown,no
5031,36,blue-collar,married,secondary,no,561,yes,no,unknown,9,jun,198,2,-1,0,unknown,no
5032,39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,unknown,yes
5033,42,entrepreneur,married,secondary,no,169,yes,no,telephone,15,may,87,4,-1,0,unknown,no
5034,41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no
5035,58,management,divorced,secondary,no,10180,no,no,cellular,3,mar,180,2,-1,0,unknown,yes
5036,30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,no
5037,42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
5038,37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,unknown,yes
5039,29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
5040,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,yes
5041,42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
5042,42,services,divorced,secondary,no,466,no,no,cellular,28,jan,48,1,-1,0,unknown,no
5043,45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,283,1,165,3,failure,no
5044,58,admin.,married,unknown,no,903,no,no,cellular,28,jan,56,1,-1,0,unknown,no
5045,23,technician,single,secondary,no,-782,yes,yes,unknown,19,jun,197,10,-1,0,unknown,no
5046,32,entrepreneur,married,tertiary,no,598,no,no,cellular,18,aug,135,6,-1,0,unknown,no
5047,34,technician,single,tertiary,no,2047,yes,no,cellular,28,jul,57,5,-1,0,unknown,no
5048,47,blue-collar,married,primary,no,643,yes,no,unknown,20,jun,18,6,-1,0,unknown,no
5049,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes
5050,67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1206,1,-1,0,unknown,no
5051,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown,yes
5052,38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown,yes
5053,77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown,yes
5054,41,management,married,tertiary,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
5055,32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,apr,266,2,-1,0,unknown,no
5056,36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,164,2,failure,yes
5057,45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,yes
5058,28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,-1,0,unknown,no
5059,31,services,married,primary,no,997,yes,no,cellular,3,feb,256,1,190,3,failure,no
5060,72,retired,married,secondary,no,5715,no,no,cellular,17,nov,1127,5,184,3,success,yes
5061,40,services,single,secondary,no,573,yes,no,cellular,14,may,329,1,-1,0,unknown,no
5062,26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,652,2,-1,0,unknown,no
5063,29,management,single,tertiary,no,54,yes,yes,unknown,26,may,257,3,-1,0,unknown,no
5064,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes
5065,31,management,single,tertiary,no,3,no,no,cellular,4,feb,406,2,-1,0,unknown,no
5066,32,blue-collar,married,secondary,no,4996,yes,no,unknown,20,may,205,2,-1,0,unknown,no
5067,31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
5068,31,entrepreneur,married,tertiary,no,1216,no,no,cellular,8,aug,150,4,-1,0,unknown,no
5069,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,failure,yes
5070,51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,yes
5071,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,yes
5072,58,unemployed,married,secondary,no,18,no,no,cellular,31,jul,70,1,-1,0,unknown,no
5073,71,retired,married,secondary,no,1696,no,no,cellular,6,oct,486,1,-1,0,unknown,yes
5074,56,blue-collar,married,primary,no,-85,yes,yes,unknown,26,may,118,1,-1,0,unknown,no
5075,58,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,no
5076,30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,1,-1,0,unknown,no
5077,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown,yes
5078,49,management,married,tertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,no
5079,45,technician,divorced,unknown,yes,-25,no,yes,unknown,3,jul,158,3,-1,0,unknown,no
5080,38,blue-collar,married,secondary,no,3598,no,no,unknown,6,jun,154,1,-1,0,unknown,no
5081,56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,yes
5082,32,blue-collar,single,secondary,no,1036,yes,yes,unknown,30,may,62,2,-1,0,unknown,no
5083,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes
5084,52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,-1,0,unknown,yes
5085,50,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no
5086,49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,2,-1,0,unknown,no
5087,28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,unknown,no
5088,32,unemployed,married,secondary,no,365,yes,no,cellular,30,jan,210,3,-1,0,unknown,no
5089,23,student,single,unknown,no,2530,no,no,cellular,12,may,411,1,-1,0,unknown,yes
5090,34,management,married,secondary,no,355,no,no,cellular,21,aug,314,3,-1,0,unknown,no
5091,38,admin.,divorced,secondary,no,-51,no,yes,cellular,30,jan,102,1,-1,0,unknown,no
